source_pdf,package_dir,kind,item,ok,layout_similarity,selected_variant,source_fidelity_score,fragmentation_score,draw_length_m,segments_total,pen_down_strokes,tiny_strokes_lt_08_mm,point_like_strokes,bounds,nc,gcode,preview_pdf,preview_svg,notes
C:\plotter_pdf\Компьютерная графика\9 вариант\3 (5).pdf,C:\plotter_pdf\Компьютерная графика\9 вариант\3 (5)_pack,drawing,page_01,True,0.95633,mupdf_svg_paths,0.918077,0.893111,6.359,2327,915,260,150,"0.000..180.000 x, -285.000..-5.000 y",C:\plotter_pdf\Компьютерная графика\9 вариант\3 (5)_pack\pages\page_01.nc,C:\plotter_pdf\Компьютерная графика\9 вариант\3 (5)_pack\pages\page_01.gcode,C:\plotter_pdf\Компьютерная графика\9 вариант\3 (5)_pack\pages\page_01.pdf,C:\plotter_pdf\Компьютерная графика\9 вариант\3 (5)_pack\pages\page_01.svg,variant=mupdf_svg_paths; scale=0.972991; clipping=False; source_crop_iou=0.215801; source_crop_corr=0.188358; source_cleanup=direct_pdf_svg; mupdf_svg_paths=True; kompas_source_page_fit_disabled=True; work_area_frame=full; kompas_source_text_preserved=True; kompas_text_lines=0; kompas_text_rendered=0; kompas_stamp_text_rendered=0; kompas_clean_bbox_scale=0.972991; clipped_segments=0
C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.00 Клапан сетевой обратный.pdf,C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.00 Клапан сетевой обратный_pack,drawing,pass_01,True,,a3_two_pass_clean_source,0.961925,0.87937,6.141,1473,1027,165,94,"0.000..180.000 x, -276.977..-48.606 y",C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.00 Клапан сетевой обратный_pack\pages\pass_01.nc,C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.00 Клапан сетевой обратный_pack\pages\pass_01.gcode,C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.00 Клапан сетевой обратный_pack\pages\pass_01.pdf,C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.00 Клапан сетевой обратный_pack\pages\pass_01.svg,scale=0.9196; clipping=True; source_cleanup=direct_pdf_svg; left_strip_removed=True; outer_border_removed=True
C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.00 Клапан сетевой обратный.pdf,C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.00 Клапан сетевой обратный_pack,drawing,pass_02,True,,a3_two_pass_clean_source,0.961925,0.87937,6.303,2781,998,232,133,"0.000..180.000 x, -272.977..-47.487 y",C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.00 Клапан сетевой обратный_pack\pages\pass_02.nc,C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.00 Клапан сетевой обратный_pack\pages\pass_02.gcode,C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.00 Клапан сетевой обратный_pack\pages\pass_02.pdf,C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.00 Клапан сетевой обратный_pack\pages\pass_02.svg,scale=0.9196; clipping=True; source_cleanup=direct_pdf_svg; left_strip_removed=True; outer_border_removed=True; pass_02_rotated_180_for_sheet_flip=True
C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.00 СП Клапан сетевой обратный.pdf,C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.00 СП Клапан сетевой обратный_pack,drawing,page_01,True,0.925315,mupdf_svg_paths,0.888302,0.842613,13.099,4750,2034,635,448,"0.000..180.000 x, -285.000..-5.000 y",C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.00 СП Клапан сетевой обратный_pack\pages\page_01.nc,C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.00 СП Клапан сетевой обратный_pack\pages\page_01.gcode,C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.00 СП Клапан сетевой обратный_pack\pages\page_01.pdf,C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.00 СП Клапан сетевой обратный_pack\pages\page_01.svg,variant=mupdf_svg_paths; scale=0.972991; clipping=False; source_crop_iou=0.204005; source_crop_corr=0.102131; source_cleanup=direct_pdf_svg; mupdf_svg_paths=True; kompas_source_page_fit_disabled=True; work_area_frame=full; kompas_source_text_preserved=True; kompas_text_lines=0; kompas_text_rendered=0; kompas_stamp_text_rendered=0; kompas_clean_bbox_scale=0.972991; clipped_segments=0
C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.01 Корпус.pdf,C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.01 Корпус_pack,drawing,pass_01,True,,a3_two_pass_clean_source,0.974323,0.892301,3.524,807,417,86,55,"0.000..180.000 x, -276.977..-95.090 y",C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.01 Корпус_pack\pages\pass_01.nc,C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.01 Корпус_pack\pages\pass_01.gcode,C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.01 Корпус_pack\pages\pass_01.pdf,C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.01 Корпус_pack\pages\pass_01.svg,scale=0.9196; clipping=True; source_cleanup=direct_pdf_svg; left_strip_removed=True; outer_border_removed=True
C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.01 Корпус.pdf,C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.01 Корпус_pack,drawing,pass_02,True,,a3_two_pass_clean_source,0.974323,0.892301,4.623,1833,719,189,111,"0.000..180.000 x, -272.977..-60.025 y",C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.01 Корпус_pack\pages\pass_02.nc,C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.01 Корпус_pack\pages\pass_02.gcode,C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.01 Корпус_pack\pages\pass_02.pdf,C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.01 Корпус_pack\pages\pass_02.svg,scale=0.9196; clipping=True; source_cleanup=direct_pdf_svg; left_strip_removed=True; outer_border_removed=True; pass_02_rotated_180_for_sheet_flip=True
C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.02 Крышка.pdf,C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.02 Крышка_pack,drawing,pass_01,True,,a3_two_pass_clean_source,0.969207,0.881011,3.511,1079,552,92,50,"0.000..149.849 x, -276.977..-51.487 y",C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.02 Крышка_pack\pages\pass_01.nc,C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.02 Крышка_pack\pages\pass_01.gcode,C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.02 Крышка_pack\pages\pass_01.pdf,C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.02 Крышка_pack\pages\pass_01.svg,scale=0.9196; clipping=True; source_cleanup=direct_pdf_svg; left_strip_removed=True; outer_border_removed=True
C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.02 Крышка.pdf,C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.02 Крышка_pack,drawing,pass_02,True,,a3_two_pass_clean_source,0.969207,0.881011,6.155,2752,1094,300,186,"0.000..175.191 x, -272.977..-48.032 y",C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.02 Крышка_pack\pages\pass_02.nc,C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.02 Крышка_pack\pages\pass_02.gcode,C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.02 Крышка_pack\pages\pass_02.pdf,C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.02 Крышка_pack\pages\pass_02.svg,scale=0.9196; clipping=True; source_cleanup=direct_pdf_svg; left_strip_removed=True; outer_border_removed=True; pass_02_rotated_180_for_sheet_flip=True
C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.03 Ниппель.pdf,C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.03 Ниппель_pack,drawing,pass_01,True,,a3_two_pass_clean_source,0.975197,0.883773,3.579,1190,592,129,75,"0.000..180.000 x, -276.977..-44.246 y",C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.03 Ниппель_pack\pages\pass_01.nc,C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.03 Ниппель_pack\pages\pass_01.gcode,C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.03 Ниппель_pack\pages\pass_01.pdf,C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.03 Ниппель_pack\pages\pass_01.svg,scale=0.9196; clipping=True; source_cleanup=direct_pdf_svg; left_strip_removed=True; outer_border_removed=True
C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.03 Ниппель.pdf,C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.03 Ниппель_pack,drawing,pass_02,True,,a3_two_pass_clean_source,0.975197,0.883773,4.365,2059,805,217,136,"0.000..180.000 x, -272.977..-79.800 y",C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.03 Ниппель_pack\pages\pass_02.nc,C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.03 Ниппель_pack\pages\pass_02.gcode,C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.03 Ниппель_pack\pages\pass_02.pdf,C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.03 Ниппель_pack\pages\pass_02.svg,scale=0.9196; clipping=True; source_cleanup=direct_pdf_svg; left_strip_removed=True; outer_border_removed=True; pass_02_rotated_180_for_sheet_flip=True
C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.04 Гайка.pdf,C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.04 Гайка_pack,drawing,pass_01,True,,a3_two_pass_clean_source,0.97584,0.88791,2.65,866,403,89,51,"0.000..153.509 x, -276.977..-29.063 y",C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.04 Гайка_pack\pages\pass_01.nc,C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.04 Гайка_pack\pages\pass_01.gcode,C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.04 Гайка_pack\pages\pass_01.pdf,C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.04 Гайка_pack\pages\pass_01.svg,scale=0.9196; clipping=True; source_cleanup=direct_pdf_svg; left_strip_removed=True; outer_border_removed=True
C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.04 Гайка.pdf,C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.04 Гайка_pack,drawing,pass_02,True,,a3_two_pass_clean_source,0.97584,0.88791,4.872,2164,839,234,143,"0.000..174.731 x, -272.977..-66.408 y",C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.04 Гайка_pack\pages\pass_02.nc,C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.04 Гайка_pack\pages\pass_02.gcode,C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.04 Гайка_pack\pages\pass_02.pdf,C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.04 Гайка_pack\pages\pass_02.svg,scale=0.9196; clipping=True; source_cleanup=direct_pdf_svg; left_strip_removed=True; outer_border_removed=True; pass_02_rotated_180_for_sheet_flip=True
C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.05 Штуцер.pdf,C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.05 Штуцер_pack,drawing,pass_01,True,,a3_two_pass_clean_source,0.972556,0.88718,3.883,1128,565,116,72,"0.000..180.000 x, -276.977..-90.963 y",C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.05 Штуцер_pack\pages\pass_01.nc,C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.05 Штуцер_pack\pages\pass_01.gcode,C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.05 Штуцер_pack\pages\pass_01.pdf,C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.05 Штуцер_pack\pages\pass_01.svg,scale=0.9196; clipping=True; source_cleanup=direct_pdf_svg; left_strip_removed=True; outer_border_removed=True
C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.05 Штуцер.pdf,C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.05 Штуцер_pack,drawing,pass_02,True,,a3_two_pass_clean_source,0.972556,0.88718,4.753,2137,825,217,133,"0.000..180.000 x, -272.977..-71.438 y",C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.05 Штуцер_pack\pages\pass_02.nc,C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.05 Штуцер_pack\pages\pass_02.gcode,C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.05 Штуцер_pack\pages\pass_02.pdf,C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.05 Штуцер_pack\pages\pass_02.svg,scale=0.9196; clipping=True; source_cleanup=direct_pdf_svg; left_strip_removed=True; outer_border_removed=True; pass_02_rotated_180_for_sheet_flip=True
C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.06 Шарик.pdf,C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.06 Шарик_pack,drawing,page_01,True,0.960119,mupdf_svg_paths,0.921714,0.886117,5.761,2273,880,276,163,"0.000..180.000 x, -285.000..-5.000 y",C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.06 Шарик_pack\pages\page_01.nc,C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.06 Шарик_pack\pages\page_01.gcode,C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.06 Шарик_pack\pages\page_01.pdf,C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.06 Шарик_pack\pages\page_01.svg,variant=mupdf_svg_paths; scale=0.972991; clipping=False; source_crop_iou=0.207775; source_crop_corr=0.195898; source_cleanup=direct_pdf_svg; mupdf_svg_paths=True; kompas_source_page_fit_disabled=True; work_area_frame=full; kompas_source_text_preserved=True; kompas_text_lines=0; kompas_text_rendered=0; kompas_stamp_text_rendered=0; kompas_clean_bbox_scale=0.972991; clipped_segments=0
C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.07 Направляющая.pdf,C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.07 Направляющая_pack,drawing,page_01,True,0.962281,mupdf_svg_paths,0.92379,0.877319,5.463,2163,898,286,170,"0.000..180.000 x, -285.000..-5.000 y",C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.07 Направляющая_pack\pages\page_01.nc,C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.07 Направляющая_pack\pages\page_01.gcode,C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.07 Направляющая_pack\pages\page_01.pdf,C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.07 Направляющая_pack\pages\page_01.svg,variant=mupdf_svg_paths; scale=0.972991; clipping=False; source_crop_iou=0.218540; source_crop_corr=0.226298; source_cleanup=direct_pdf_svg; mupdf_svg_paths=True; kompas_source_page_fit_disabled=True; work_area_frame=full; kompas_source_text_preserved=True; kompas_text_lines=0; kompas_text_rendered=0; kompas_stamp_text_rendered=0; kompas_clean_bbox_scale=0.972991; clipped_segments=0
C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.08 Пружина.pdf,C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.08 Пружина_pack,drawing,page_01,True,0.953707,mupdf_svg_paths,0.915559,0.865482,7.156,3776,1484,483,292,"0.000..180.000 x, -285.000..-5.000 y",C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.08 Пружина_pack\pages\page_01.nc,C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.08 Пружина_pack\pages\page_01.gcode,C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.08 Пружина_pack\pages\page_01.pdf,C:\plotter_pdf\Компьютерная графика\9 вариант\МЧ00.19.00.08 Пружина_pack\pages\page_01.svg,variant=mupdf_svg_paths; scale=0.972991; clipping=False; source_crop_iou=0.207017; source_crop_corr=0.176185; source_cleanup=direct_pdf_svg; mupdf_svg_paths=True; kompas_source_page_fit_disabled=True; work_area_frame=full; kompas_source_text_preserved=True; kompas_text_lines=0; kompas_text_rendered=0; kompas_stamp_text_rendered=0; kompas_clean_bbox_scale=0.972991; clipped_segments=0
